doi,journal,is_relevant,topic_words,title,abstract,authors,explanation
,Remote Sensing of Environment,True,"['water storage anomaly', 'global water cycle', 'remote sensing', 'satellite observations', 'downscaling', 'machine learning']",A machine learning downscaling framework based on a physically constrained sliding window technique for improving resolution of global water storage anomaly,,Gangqiang Zhang;Tongren Xu;Wenjie Yin;Sayed M. Bateni;Changhyun Jun;Dongkyun Kim;Shaomin Liu;Ziwei Xu;Wenting Ming;Jiancheng Wang,该研究提出了一种基于物理约束滑动窗口技术的机器学习降尺度框架，用于提高全球水储量异常的解析度。该框架利用卫星观测数据和机器学习算法，将粗分辨率的全球水储量数据降尺度到更精细的区域尺度，从而提高对水循环和水资源管理的理解。该研究与大气环境遥感技术密切相关，因为它利用了卫星观测数据来分析全球水循环的变化。
,Remote Sensing of Environment,False,"['paddy rice fields', 'spectra', 'transplanting period', 'CIE colour space']",An efficient and generalisable approach for mapping paddy rice fields based on their unique spectra during the transplanting period leveraging the CIE colour space,,Huapeng Li;Jujian Huang;Ce Zhang;Xiangyu Ning;Shuqing Zhang;Peter M. Atkinson,这篇论文主要关注利用水稻移植期的独特光谱特征来识别和绘制水稻田，这是一种利用遥感技术进行农业监测的应用，与大气环境遥感技术关系不大。
,Remote Sensing of Environment,False,"['aboveground biomass', 'GEDI', 'hierarchical models', 'Indonesian lowland forests']",Mapping aboveground biomass in Indonesian lowland forests using GEDI and hierarchical models,,Paul B. May;Michael Schlund;John Armston;Martyna M. Kotowska;Fabian Brambach;Arne Wenzel;Stefan Erasmi,该研究使用GEDI（全球生态系统动态调查）卫星数据和分层模型来估算印度尼西亚低地森林的地上生物量。它侧重于森林生态学和遥感应用，而不是大气环境遥感技术。
,Remote Sensing of Environment,True,"['AMSR2', 'soil moisture', 'vegetation optical depth', 'remote sensing', 'satellite observation']","A novel AMSR2 retrieval algorithm for global C-band vegetation optical depth and soil moisture (AMSR2 IB): Parameters' calibration, evaluation and inter-comparison",,Mengjia Wang;Philippe Ciais;Frédéric Frappart;Shengli Tao;Lei Fan;Rui Sun;Xiaojun Li;Xiangzhuo Liu;Huan Wang;Jean-Pierre Wigneron,这篇论文介绍了一种新的算法，利用AMSR2卫星数据来获取全球C波段植被光学厚度和土壤水分。算法参数经过校准和评估，并与其他方法进行了比较。该研究属于大气环境遥感技术领域，利用卫星数据来监测地表参数，例如土壤水分和植被覆盖，进而可以用于研究气候变化、水资源管理和农业生产等方面。
,Remote Sensing of Environment,True,"['soil moisture', 'satellite observations', 'remote sensing', 'deep learning']",Bridging spatio-temporal discontinuities in global soil moisture mapping by coupling physics in deep learning,,Zushuai Wei;Linguang Miao;Jian Peng;Tianjie Zhao;Lingkui Meng;Hui Lu;Zhiqing Peng;Michael H. Cosh;Bin Fang;Venkat Lakshmi;Jiancheng Shi,该研究的标题和摘要表明它与大气环境遥感技术密切相关。它关注的是利用深度学习技术来弥合全球土壤水分映射中的时空断裂，这需要依赖卫星观测数据。土壤水分是陆地表面一个重要的参数，它与大气环境密切相关，影响着蒸散发、降水和碳循环等过程。因此，该研究通过利用卫星数据和深度学习技术来提高土壤水分的监测精度，对于理解和预测大气环境变化具有重要意义。
,Remote Sensing of Environment,True,"['CO2 emissions', 'power plants', 'lidar', 'remote sensing', 'atmospheric composition', 'air quality monitoring']",Quantifying CO<sub>2</sub> emissions of power plants with Aerosols and Carbon Dioxide Lidar onboard DQ-1,,Ge Han;Yiyang Huang;Tianqi Shi;Hongyuan Zhang;Siwei Li;Haowei Zhang;Weibiao Chen;Jiqiao Liu;Wei Gong,该研究使用搭载在DQ-1卫星上的气溶胶和二氧化碳激光雷达来量化发电厂的二氧化碳排放。这是一种利用遥感技术监测大气成分和空气质量的应用，通过激光雷达测量二氧化碳浓度来评估发电厂的排放量。
,Remote Sensing of Environment,True,"['vegetation optical depth', 'soil moisture', 'remote sensing', 'P-band radiometry', 'satellite observations', 'crop canopies']",P-band radiometry for enhanced vegetation optical depth (VOD) and soil moisture retrieval in dense crop canopies,,Xiaoji Shen;Lei Fan;Tengteng Zuo;Tianyu Cui;Jiayi Wu;Nan Ye;Foad Brakhasi;Xiaoling Wu;Liujun Zhu;Jean-Pierre Wigneron;Jeffrey P. Walker;Ke Zhang,这篇论文研究了利用P波段辐射计来增强密集作物冠层中植被光学厚度（VOD）和土壤水分反演的可能性。P波段辐射计是一种用于遥感观测的仪器，它可以穿透云层和植被，获取地表信息。该研究旨在利用P波段辐射计的独特优势，提高对密集作物冠层的植被光学厚度和土壤水分的监测精度，这对于农业生产和水资源管理具有重要意义。
,Remote Sensing of Environment,True,"['land surface temperature', 'remote sensing', 'satellite observations', 'angular reconstruction', 'temporal reconstruction']",An integrated method for angular and temporal reconstruction of land surface temperatures,,Zunjian Bian;Shouyi Zhong;J.-L. Roujean;Xiangyang Liu;Sibo Duan;Hua Li;Biao Cao;Ruibo Li;Yongming Du;Qing Xiao;Qinhuo Liu,该论文研究了一种整合方法，用于重建地表温度的时空信息。这与大气环境遥感技术密切相关，因为地表温度是影响大气环境的重要因素之一。该方法可能利用了卫星观测数据，并结合了角度和时间信息，以提高地表温度重建的精度。
,Remote Sensing of Environment,True,"['river ice phenology', 'satellite observations', 'remote sensing', 'climate change']",Patterns and Trends in Northern Hemisphere River Ice Phenology from 2000 to 2021,,Xinchi Wang;Lian Feng,该研究论文主要关注北半球河流冰冻现象的时空变化趋势，利用2000年至2021年的卫星数据进行分析。论文的主题与大气环境遥感技术密切相关，因为卫星观测是获取河流冰冻信息的主要手段，而河流冰冻现象的变化与气候变化密切相关，因此该研究也属于大气环境遥感技术应用的范畴。
,Remote Sensing of Environment,False,"['SAR interferometry', 'rock glaciers', 'kinematics', 'Daxue Shan', 'Tibetan plateau']","Characterizing the kinematics of active rock glaciers in Daxue Shan, southeastern Tibetan plateau, using SAR interferometry and generalized boosted modeling",,Jiaxin Cai;Xiaowen Wang;Tingting Wu;Renzhe Wu;Guoxiang Liu,该研究使用合成孔径雷达干涉测量 (SAR) 技术来分析青藏高原东南部大雪山地区活动岩冰川的运动学特征。研究重点在于利用SAR数据来测量岩冰川的运动速度和变形，而不是大气环境遥感技术，例如空气质量监测、卫星观测或大气成分分析。
,Remote Sensing of Environment,False,"['satellite imagery', 'open dumpsite detection', 'deep learning', 'AutoML']",CascadeDumpNet: Enhancing open dumpsite detection through deep learning and AutoML integrated dual-stage approach using high-resolution satellite imagery,,Siwei Zhang;Jun Ma,该论文主要关注的是利用高分辨率卫星图像，结合深度学习和自动机器学习技术来识别和定位露天垃圾场。它与大气环境遥感技术关系不大，因为其目标是识别地面物体，而不是分析大气成分或监测空气质量。
,Remote Sensing of Environment,True,"['downward shortwave radiation', 'rugged terrain', 'clouds', 'satellite observations', 'atmospheric composition analysis', 'air quality monitoring']",Downward shortwave radiation modeling over rugged terrain with clouds,,Guangjian Yan;Chunqiang Zhao;Qing Chu;Xihan Mu;Yingji Zhou;Yanan Liu;Xuejun Wang;Donghui Xie,该论文研究了在云层覆盖下崎岖地形上的向下短波辐射建模。向下短波辐射是影响地表能量平衡的重要因素，与大气成分分析和空气质量监测密切相关。该研究可能利用卫星观测数据来验证模型，并为大气环境遥感技术提供支持。
,Remote Sensing of Environment,True,"['satellite-derived SST', 'cloud', 'machine learning', 'remote sensing', 'atmospheric composition']",Accurate reconstruction of satellite-derived SST under cloud and cloud-free areas using a physically-informed machine learning approach,,Chih-Chieh Young;Yu-Chien Cheng;Ming-An Lee;Jun-Hong Wu,该研究提出了一种基于物理信息的机器学习方法，用于准确重建卫星观测的海表温度（SST），即使在云层覆盖和无云区域。该方法利用了卫星数据和物理模型，可以有效地解决云层遮挡带来的数据缺失问题，提高了SST数据的质量和应用价值。
,Remote Sensing of Environment,True,"['remote sensing', 'vegetation', 'photosynthesis', 'seasonal variation', 'C3 plants', 'satellite observations', 'global estimation']",Improved global estimation of seasonal variations in C3 photosynthetic capacity based on eco-evolutionary optimality hypotheses and remote sensing,,Yihong Liu;Jing M. Chen;Mingzhu Xu;Rong Wang;Weiliang Fan;Wenyu Li;Lucas Kammer;Colin Prentice;Trevor F. Keenan;Nicholas G. Smith,这篇论文研究的是利用遥感技术来估算全球范围内C3植物光合作用能力的季节性变化。C3植物是地球上最常见的植物类型，它们的光合作用能力直接影响着全球碳循环和气候变化。论文利用生态进化最优性假设，结合遥感数据，建立了新的模型来估算C3植物光合作用能力的季节性变化。这项研究对于理解全球碳循环和气候变化具有重要意义。
,Remote Sensing of Environment,True,"['ice particle models', 'global ice cloud measurements', 'satellite observations', 'atmospheric composition analysis']",A mixing scheme of ice particle models for global ice cloud measurements,,Banghai Wu;Yu Wang;Xiaoye Fan;Shi Liu;Yixiao Fu,这篇论文研究了全球冰云测量中冰粒子模型的混合方案。冰云是地球大气中重要的组成部分，对地球能量平衡和气候变化有重要影响。该研究使用卫星观测数据来验证和改进冰粒子模型，并最终提高对全球冰云的理解和预测能力。
,Remote Sensing of Environment,True,"['chlorophyll fluorescence', 'vegetation', 'remote sensing', 'satellite observation', 'air quality', 'biosphere-atmosphere exchange']",Exploring vegetation chlorophyll fluorescence with leaf dorsiventrality,,Hanyu Shi,这篇论文探讨了利用叶片背腹面差异来研究植被叶绿素荧光，这与大气环境遥感技术密切相关。叶绿素荧光是一种重要的生物物理指标，可以反映植物的光合作用效率和胁迫状态。通过卫星遥感技术，可以监测大范围的植被叶绿素荧光，进而推断植被生长状况、碳循环和空气质量等信息。因此，该论文的研究内容与大气环境遥感技术密切相关，可以为大气环境监测和研究提供重要的数据和方法支持。
