doi,journal,is_relevant,topic_words,title,abstract,authors,explanation
,Remote Sensing of Environment,True,"['CO2 emissions', 'power plants', 'Aerosols', 'Lidar', 'DQ-1', 'atmospheric composition', 'satellite observations', 'air quality monitoring']",Quantifying CO<sub>2</sub> emissions of power plants with Aerosols and Carbon Dioxide Lidar onboard DQ-1,,Ge Han;Yiyang Huang;Tianqi Shi;Hongyuan Zhang;Siwei Li;Haowei Zhang;Weibiao Chen;Jiqiao Liu;Wei Gong,该研究使用搭载在DQ-1卫星上的气溶胶和二氧化碳激光雷达来量化发电厂的二氧化碳排放。这是一种利用卫星遥感技术监测大气成分和空气质量的应用，旨在通过对二氧化碳排放的精确测量来评估发电厂的碳排放量。
,Remote Sensing of Environment,False,"['vegetation optical depth', 'soil moisture', 'P-band radiometry', 'dense crop canopies']",P-band radiometry for enhanced vegetation optical depth (VOD) and soil moisture retrieval in dense crop canopies,,Xiaoji Shen;Lei Fan;Tengteng Zuo;Tianyu Cui;Jiayi Wu;Nan Ye;Foad Brakhasi;Xiaoling Wu;Liujun Zhu;Jean-Pierre Wigneron;Jeffrey P. Walker;Ke Zhang,该研究主要关注利用P波段辐射计来增强密集作物冠层中植被光学厚度（VOD）和土壤水分的提取。它与大气环境遥感技术关系不大，主要集中于农业遥感领域，利用微波遥感技术来监测作物生长状况和土壤水分变化。
,Remote Sensing of Environment,True,"['land surface temperature', 'remote sensing', 'satellite observations', 'atmospheric composition', 'air quality']",An integrated method for angular and temporal reconstruction of land surface temperatures,,Zunjian Bian;Shouyi Zhong;J.-L. Roujean;Xiangyang Liu;Sibo Duan;Hua Li;Biao Cao;Ruibo Li;Yongming Du;Qing Xiao;Qinhuo Liu,这篇论文研究了一种整合方法，用于重建地表温度的时空分布。地表温度是重要的环境参数，与大气环境密切相关。例如，地表温度的变化会影响大气边界层的稳定性，进而影响空气质量。因此，这项研究与大气环境遥感技术密切相关，因为它利用卫星观测数据来重建地表温度，并为大气环境监测和分析提供重要信息。
,Remote Sensing of Environment,True,"['river ice phenology', 'satellite observations', 'remote sensing']",Patterns and Trends in Northern Hemisphere River Ice Phenology from 2000 to 2021,,Xinchi Wang;Lian Feng,该研究主要关注北半球河流冰冻现象的时空变化趋势，并利用2000年至2021年的卫星遥感数据进行分析。研究内容涉及利用卫星数据监测河流冰情，分析冰冻期和融化期的变化趋势，以及气候变化对河流冰冻现象的影响。
,Remote Sensing of Environment,False,"['SAR interferometry', 'rock glaciers', 'kinematics', 'Daxue Shan', 'Tibetan plateau']","Characterizing the kinematics of active rock glaciers in Daxue Shan, southeastern Tibetan plateau, using SAR interferometry and generalized boosted modeling",,Jiaxin Cai;Xiaowen Wang;Tingting Wu;Renzhe Wu;Guoxiang Liu,这篇论文主要研究了位于青藏高原东南部的岷山山脉的活动岩冰川的运动学特征，利用了合成孔径雷达干涉测量技术 (SAR interferometry)。它关注的是地表变化和地质过程，而非大气环境遥感技术。
,Remote Sensing of Environment,False,"['satellite imagery', 'open dumpsite detection', 'deep learning', 'AutoML']",CascadeDumpNet: Enhancing open dumpsite detection through deep learning and AutoML integrated dual-stage approach using high-resolution satellite imagery,,Siwei Zhang;Jun Ma,该论文主要关注利用高分辨率卫星图像，结合深度学习和自动机器学习技术，来识别开放式垃圾堆放场。它与大气环境遥感技术关系不大，更偏向于土地利用变化监测和环境污染源识别领域。
,Remote Sensing of Environment,True,"['downward shortwave radiation', 'rugged terrain', 'clouds', 'atmospheric composition', 'satellite observations', 'remote sensing']",Downward shortwave radiation modeling over rugged terrain with clouds,,Guangjian Yan;Chunqiang Zhao;Qing Chu;Xihan Mu;Yingji Zhou;Yanan Liu;Xuejun Wang;Donghui Xie,这篇论文研究了在云层覆盖下，崎岖地形上的向下短波辐射建模。这与大气环境遥感技术密切相关，因为它涉及到利用卫星观测来分析大气成分，特别是辐射传输和云层对辐射的影响。该研究有助于提高大气模型的精度，从而改善空气质量监测和气候变化研究。
,Remote Sensing of Environment,True,"['satellite-derived SST', 'cloud', 'machine learning', 'remote sensing', 'atmospheric composition', 'sea surface temperature']",Accurate reconstruction of satellite-derived SST under cloud and cloud-free areas using a physically-informed machine learning approach,,Chih-Chieh Young;Yu-Chien Cheng;Ming-An Lee;Jun-Hong Wu,该论文研究了利用机器学习方法从卫星数据中重建海面温度（SST），即使在云层覆盖区域也能准确重建。这与大气环境遥感技术密切相关，因为它利用卫星观测来分析大气成分（海面温度）并进行相关研究。
,Remote Sensing of Environment,True,"['remote sensing', 'vegetation', 'photosynthetic capacity', 'seasonal variations', 'global estimation']",Improved global estimation of seasonal variations in C3 photosynthetic capacity based on eco-evolutionary optimality hypotheses and remote sensing,,Yihong Liu;Jing M. Chen;Mingzhu Xu;Rong Wang;Weiliang Fan;Wenyu Li;Lucas Kammer;Colin Prentice;Trevor F. Keenan;Nicholas G. Smith,该研究利用生态进化最优性假设和遥感技术，对全球C3植物光合能力的季节性变化进行改进估计。研究重点在于利用遥感数据来监测植物光合能力的变化，并分析其与环境因素之间的关系，这与大气环境遥感技术密切相关。
,Remote Sensing of Environment,True,"['ice cloud', 'global measurements', 'satellite observations', 'atmospheric composition', 'remote sensing']",A mixing scheme of ice particle models for global ice cloud measurements,,Banghai Wu;Yu Wang;Xiaoye Fan;Shi Liu;Yixiao Fu,这篇论文研究了全球冰云测量中冰粒子模型的混合方案。冰云是地球大气中重要的组成部分，对气候变化和辐射平衡具有重要影响。论文中提到的混合方案可能是利用不同类型的卫星传感器或观测数据来更准确地测量冰云的特性，例如冰粒子的形状、大小和浓度。这与大气环境遥感技术密切相关，因为卫星观测是获取全球范围内的冰云信息的重要手段，而冰云的特性分析对于理解大气成分和气候变化至关重要。
,Remote Sensing of Environment,True,"['chlorophyll fluorescence', 'vegetation', 'remote sensing', 'satellite observation', 'biosphere-atmosphere exchange']",Exploring vegetation chlorophyll fluorescence with leaf dorsiventrality,,Hanyu Shi,该研究的标题和摘要表明它与大气环境遥感技术密切相关。研究重点在于利用叶片背腹面差异来探索植被叶绿素荧光，这与卫星观测和大气成分分析息息相关。叶绿素荧光可以作为植物生理状态的指示器，而卫星观测可以提供大范围的植被覆盖信息。通过分析叶绿素荧光数据，研究人员可以了解植被的健康状况、光合作用效率以及碳循环等信息，这些信息对于大气环境监测和气候变化研究至关重要。
,Remote Sensing of Environment,False,"['forest structure', 'carbon stock', 'remote sensing', 'multi-source data', 'Japan']",High-resolution mapping of forest structure and carbon stock using multi-source remote sensing data in Japan,,Hantao Li;Takuya Hiroshima;Xiaoxuan Li;Masato Hayashi;Tomomichi Kato,该研究使用多源遥感数据对日本森林结构和碳储量进行高分辨率测绘。研究重点在于利用遥感技术分析森林结构和碳储量，与大气环境遥感技术关系不大。
,Remote Sensing of Environment,False,"['urban land surface temperature', 'thermal infrared data', 'SDGSAT-1']",Urban land surface temperature retrieval with high-spatial resolution SDGSAT-1 thermal infrared data,,Xiaoying Ouyang;Zhongchang Sun;Shugui Zhou;Youjun Dou,该研究主要关注城市地表温度的遥感反演，利用的是SDGSAT-1卫星的热红外数据。它与大气环境遥感技术关系不大，主要侧重于城市热环境研究。
,Remote Sensing of Environment,False,"['urban land use', 'time-series', 'mapping', 'spatial-consistency', 'semantic-transition']",Time-series China urban land use mapping (2016–2022): An approach for achieving spatial-consistency and semantic-transition rationality in temporal domain,,Shuping Xiong;Xiuyuan Zhang;Yichen Lei;Ge Tan;Haoyu Wang;Shihong Du,该论文主要关注中国城市土地利用变化的时空分析，利用时间序列数据进行土地利用制图，并强调了空间一致性和语义转换的合理性。研究内容与大气环境遥感技术关系不大，主要集中在遥感影像处理、地理信息系统和土地利用变化分析领域。
,Remote Sensing of Environment,True,"['atmospheric composition', 'carbon dioxide', 'satellite observations', 'OCO-2', 'terrestrial carbon cycle', 'remote sensing']",The Orbiting Carbon Observatory-2 (OCO-2) and in situ CO<sub>2</sub> data suggest a larger seasonal amplitude of the terrestrial carbon cycle compared to many dynamic global vegetation models,,Ruixue Lei;Jeralyn Poe;Deborah Huntzinger;Junjie Liu;Stephen Stich;David F. Baker;Leyang Feng;Dylan C. Gaeta;Ziting Huang;Scot M. Miller,这篇论文研究了利用轨道碳观测卫星-2 (OCO-2) 和地面二氧化碳数据来分析陆地碳循环的季节性变化幅度。OCO-2 是一种专门用于测量大气中二氧化碳浓度的卫星，它可以提供全球范围的二氧化碳数据。研究者将 OCO-2 的数据与地面观测数据进行比较，发现陆地碳循环的季节性变化幅度比许多动态全球植被模型预测的更大。这表明，现有的模型可能需要改进，以更好地模拟陆地碳循环对大气二氧化碳浓度的影响。
,Remote Sensing of Environment,True,"['urban heat island', 'satellite observations', 'remote sensing', 'surface temperature']","A global urban heat island intensity dataset: Generation, comparison, and analysis",,Qiquan Yang;Yi Xu;TC Chakraborty;Meng Du;Ting Hu;Ling Zhang;Yue Liu;Rui Yao;Jie Yang;Shurui Chen;Changjiang Xiao;Renrui Liu;Mingjie Zhang;Rui Chen,这篇论文研究了全球城市热岛强度数据集的生成、比较和分析。城市热岛效应是指城市地区比周围郊区或农村地区温度更高的现象，这与城市化过程中的热量积累有关。论文可能利用了卫星遥感技术来获取城市地区的表面温度数据，并以此来分析城市热岛强度。
,Remote Sensing of Environment,True,"['aerosol optical depth', 'dust', 'satellite', 'lunar-light', 'nighttime', 'North Atlantic', 'air quality']",First lunar-light mapping of nighttime dust season oceanic aerosol optical depth over North Atlantic from space,,Meng Zhou;Jun Wang;Xi Chen;Yi Wang;Peter R. Colarco;Robert C. Levy;Steven D. Miller,该研究利用卫星观测数据，结合月球光照，首次对北大西洋夜间沙尘季海面气溶胶光学厚度进行了绘制。这是一种利用卫星遥感技术监测大气环境，特别是沙尘气溶胶对空气质量影响的创新方法。
,Remote Sensing of Environment,True,"['surface long-wave radiation', 'cloudy-sky', 'satellite observations', 'Fengyun-4A/AGRI']",An integrated framework for estimating the hourly all-time cloudy-sky surface long-wave downward radiation for Fengyun-4A/AGRI,,Qi Zeng;Jie Cheng;Hao Sun;Shengyue Dong,该研究论文主要关注利用风云四号A星（FY-4A）搭载的农业星载多光谱成像仪（AGRI）数据来估算全天候云层覆盖下的地表长波向下辐射。这与大气环境遥感技术密切相关，因为地表长波向下辐射是评估地球能量平衡和气候变化的重要参数，而云层对辐射的影响是研究中的关键因素。论文中提到的“全天候”和“云层覆盖”表明研究者试图克服云层遮挡的影响，从而更准确地获取地表辐射信息，这对于大气环境监测和气候研究具有重要意义。
,Remote Sensing of Environment,False,"['spectroscopic analysis', 'stomatal conductance', 'wheat crop physiology', 'remote sensing']",Enhancing wheat crop physiology monitoring through spectroscopic analysis of stomatal conductance dynamics,,K.H. Cheng;Zhuangzhuang Sun;Wanlu Zhong;Zhihui Wang;Marco Visser;Shuwen Liu;Zhengbing Yan;Yingyi Zhao;Ruinan Zhang;Jingrong Zang;Shichao Jin;Jin Wu,该研究主要关注利用光谱分析技术监测小麦作物气孔导度动态，以增强对小麦生理状况的监测。研究重点在于植物生理学和农业领域，而非大气环境遥感。光谱分析技术可以用于监测植物叶片的光合作用和水分状况，但与大气环境遥感技术关系不大。
,Remote Sensing of Environment,True,"['vegetation drought', 'remote sensing', 'satellite observations', 'deep learning', 'spatiotemporal fusion']","The high spatial resolution Drought Response Index (HiDRI): An integrated framework for monitoring vegetation drought with remote sensing, deep learning, and spatiotemporal fusion",,Zhenheng Xu;Hao Sun;Tian Zhang;Huanyu Xu;Dan Wu;JinHua Gao,这篇论文介绍了一种名为 HiDRI 的高空间分辨率干旱响应指数，该指数利用遥感、深度学习和时空融合技术来监测植被干旱。HiDRI 结合了卫星观测数据和机器学习模型，能够提供高精度、高分辨率的植被干旱信息，这对于评估干旱影响、制定干旱应对策略具有重要意义。
,Remote Sensing of Environment,False,"['river ice breakup', 'RADARSAT Constellation Mission', 'dual-polarization', 'compact-polarization']",River ice breakup classification using dual- (HH&HV) or compact-polarization RADARSAT Constellation Mission data,,Torsten Geldsetzer;Nicolas Svacina;Simon Tolszczuk-Leclerc;Joost van der Sanden,该研究利用RADARSAT星座任务的双极化（HH&HV）或紧凑极化数据对河流冰裂进行分类。它侧重于利用卫星遥感技术监测河流冰情，与大气环境遥感技术关系不大。
,Remote Sensing of Environment,True,"['fire', 'atmospheric state', 'hyperspectral infrared sounding', 'narrow-band imagery', 'satellite observations', 'air quality']",Characterizing fire and fire atmospheric states from space using collocated hyperspectral infrared sounding and narrow-band imagery,,Xuyang Zhou;Qing Yue;King-Fai Li;Evan Fishbein;Xiuhong Chen;Lin Tan;Sally Newman;Eric Fetzer;Yuk L. Yung,该研究利用同步的超光谱红外探测和窄带成像技术，从太空对火灾及其大气状态进行表征。研究重点在于利用卫星观测数据分析火灾对大气环境的影响，包括大气成分的变化和空气质量的监测。
,Remote Sensing of Environment,False,[],Editorial Board,,,由于没有提供论文标题和摘要，无法判断其是否与大气环境遥感技术相关。请提供论文标题和摘要以便进行分析。
,International Journal of Applied Earth Observation and Geoinformation,False,"['UAV', 'SFM', '3D points', 'biomass estimation', 'orange trees']",Corrigendum to “Biomass estimation of abandoned orange trees using UAV-SFM 3D points” [Int. J. Appl. Earth Obs. Geoinf. 130 (2024) 103931],,J. Estornell;J. Martí;E. Hadas;I. López-Cortés;B. Velázquez-Martí;A. Fernández-Sarría,该论文主要关注使用无人机结构化光三维重建技术来估计废弃橙树的生物量，属于遥感技术在农业领域的应用，与大气环境遥感技术关系不大。
10.1016/j.jag.2024.104076,International Journal of Applied Earth Observation and Geoinformation,False,"['chlorophyll', 'maize', 'hyperspectral data', 'remote sensing', 'PROSAIL', 'wavelet transform', 'crop monitoring']",A hybrid model coupling PROSAIL and continuous wavelet transform based on multi-angle hyperspectral data improves maize chlorophyll retrieval,"•Wavelet features can precisely capture signals caused by chlorophyll changes. •HMWF performs better in chlorophyll retrieval than HMOS and HMVI. •HMWF have greater accuracy at off-nadir angles compared to nadir angle (0°). •HMWF3 achieved the highest accuracy at −10° for retrieving LCC and CCC. 
 Chlorophyll is both a cornerstone of plant photosynthesis and an important indicator for assessing crop growth and health. Although many previous studies have explored the use of remote sensing to retrieve chlorophyll content, there is room for improvement in the proposed retrieval models, especially the hybrid model, and its performance in combination with multi-angle remote sensing remains unknown. To this end, we developed a hybrid chlorophyll retrieval model by coupling PROSAIL, Gaussian process regression, and continuous wavelet transform (CWT) based on multi-angle (−60° to 60°) hyperspectral observations of maize. The CWT converts PROSAIL-modeled and measured spectral reflectance into wavelet features (WF) that finely capture signals due to chlorophyll changes, making WF-based hybrid models (HMWF) promising for enhanced chlorophyll retrieval. Our results show that for leaf chlorophyll content (LCC) and canopy chlorophyll content (CCC) retrieval, combining low and medium scale WFs (scales3-5) with hybrid models is more advantageous than using other scale WFs. The accuracy of the HMWF based on the best-scale WF was significantly higher than that of the hybrid model based on original spectrum or vegetation indices. Additionally, our evaluation of the effect of viewing zenith angles (VZAs) on HMWF showed that the accuracies of HMWF acquired at non-nadir angles were generally higher than those acquired at nadir angle. Among all models, the HMWF based on the scale3 WF had the highest accuracy at −10°, with R2 = 0.85 and RMSE=3.55 for LCC retrievals, and R2 = 0.78 and RMSE=0.22 for CCC retrievals. Furthermore, the HMWF showed the least sensitivity to changes in VZAs, especially in the range of −10° to −40°. Overall, these findings highlight the effectiveness of HMWF with multi-angle hyperspectral data in improving chlorophyll retrieval accuracy. This study serves as a reference for crop parameter retrieval, crucial for advancing agricultural monitoring and management.",Anting Guo;Wenjiang Huang;Binxiang Qian;Huichun Ye;Quanjun Jiao;Xiangzhe Cheng;Chao Ruan,这篇论文主要研究的是利用多角度高光谱数据结合 PROSAIL 模型和连续小波变换来提高玉米叶片和冠层叶绿素含量的反演精度。它关注的是利用遥感技术来监测作物生长状况，而非大气环境遥感技术，例如空气质量监测、卫星观测和大气成分分析。
,International Journal of Applied Earth Observation and Geoinformation,False,"['GNSS', 'horizontal velocity', 'Tibetan Plateau', 'land blocks', 'delineation']",A rational delineation method for active land blocks on the southeastern margin of the Tibetan Plateau based on high-precision GNSS horizontal velocity fields,,Lingxiao Zhang;Wei Qu;Rong Huang;Zhen Ye;Xiaohua Tong,该研究主要关注青藏高原东南缘的陆块活动，利用高精度GNSS水平速度场进行划分。它与大气环境遥感技术关系不大，主要涉及地质学和地球物理学领域。
