doi,journal,is_relevant,topic_words,title,abstract,authors,explanation
,Remote Sensing of Environment,False,"['vegetation optical depth (VOD)', 'soil moisture', 'P-band radiometry', 'dense crop canopies']",P-band radiometry for enhanced vegetation optical depth (VOD) and soil moisture retrieval in dense crop canopies,,Xiaoji Shen;Lei Fan;Tengteng Zuo;Tianyu Cui;Jiayi Wu;Nan Ye;Foad Brakhasi;Xiaoling Wu;Liujun Zhu;Jean-Pierre Wigneron;Jeffrey P. Walker;Ke Zhang,该研究主要关注利用P波段辐射计来增强密集作物冠层中的植被光学厚度（VOD）和土壤水分反演。它与大气环境遥感技术关系不大，主要集中在农业遥感领域。
,Remote Sensing of Environment,True,"['land surface temperature', 'remote sensing', 'satellite observations', 'angular reconstruction', 'temporal reconstruction']",An integrated method for angular and temporal reconstruction of land surface temperatures,,Zunjian Bian;Shouyi Zhong;J.-L. Roujean;Xiangyang Liu;Sibo Duan;Hua Li;Biao Cao;Ruibo Li;Yongming Du;Qing Xiao;Qinhuo Liu,这篇论文研究了一种整合方法，用于对地表温度进行角度和时间重建。这与大气环境遥感技术密切相关，因为它利用卫星观测来获取地表温度信息，并通过角度和时间重建来提高数据质量和精度。地表温度是研究气候变化、生态系统和水文循环的重要参数，因此该研究对大气环境遥感应用具有重要意义。
,Remote Sensing of Environment,True,"['river ice phenology', 'satellite observations', 'remote sensing']",Patterns and Trends in Northern Hemisphere River Ice Phenology from 2000 to 2021,,Xinchi Wang;Lian Feng,该论文研究了北半球河流冰冻现象的时间变化趋势，这与大气环境遥感技术密切相关。论文使用卫星观测数据来分析河流冰冻的开始和结束时间，以及冰冻期的长度。这些数据可以帮助我们了解气候变化对河流冰冻的影响，以及冰冻变化对水资源管理和生态系统的影响。
,Remote Sensing of Environment,False,"['SAR interferometry', 'rock glaciers', 'kinematics', 'Tibetan plateau']","Characterizing the kinematics of active rock glaciers in Daxue Shan, southeastern Tibetan plateau, using SAR interferometry and generalized boosted modeling",,Jiaxin Cai;Xiaowen Wang;Tingting Wu;Renzhe Wu;Guoxiang Liu,这篇论文主要研究了位于青藏高原东南部的“大雪山”地区活跃岩冰川的运动学特征。它利用了合成孔径雷达干涉测量 (SAR interferometry) 技术来测量岩冰川的运动速度，并使用广义增强模型来分析其运动模式。该研究与大气环境遥感技术关系不大，主要关注的是地质学和冰川学领域。
,Remote Sensing of Environment,False,"['satellite imagery', 'open dumpsite detection', 'deep learning', 'AutoML']",CascadeDumpNet: Enhancing open dumpsite detection through deep learning and AutoML integrated dual-stage approach using high-resolution satellite imagery,,Siwei Zhang;Jun Ma,该研究使用高分辨率卫星图像，结合深度学习和自动机器学习技术，开发了一种名为CascadeDumpNet的双阶段方法，用于识别和检测露天垃圾场。该研究主要关注的是利用遥感技术进行垃圾场识别，与大气环境遥感技术如空气质量监测、卫星观测和大气成分分析等关联性较弱。
,Remote Sensing of Environment,True,"['downward shortwave radiation', 'rugged terrain', 'clouds', 'satellite observations', 'atmospheric composition analysis', 'air quality monitoring']",Downward shortwave radiation modeling over rugged terrain with clouds,,Guangjian Yan;Chunqiang Zhao;Qing Chu;Xihan Mu;Yingji Zhou;Yanan Liu;Xuejun Wang;Donghui Xie,该论文研究了在云层覆盖下崎岖地形上的向下短波辐射建模。这与大气环境遥感技术密切相关，因为向下短波辐射是影响地表能量平衡和大气成分的关键因素。该研究可能使用卫星观测数据来验证模型，并最终应用于大气成分分析和空气质量监测等领域。
,Remote Sensing of Environment,True,"['satellite-derived SST', 'cloud', 'machine learning', 'remote sensing']",Accurate reconstruction of satellite-derived SST under cloud and cloud-free areas using a physically-informed machine learning approach,,Chih-Chieh Young;Yu-Chien Cheng;Ming-An Lee;Jun-Hong Wu,该论文研究使用物理信息机器学习方法来重建卫星观测的海表温度（SST），即使在云层覆盖和无云区域。这表明该研究与大气环境遥感技术密切相关，特别是在利用卫星数据进行海表温度监测方面。
,Remote Sensing of Environment,True,"['remote sensing', 'satellite observations', 'vegetation', 'photosynthetic capacity', 'seasonal variations', 'C3 plants']",Improved global estimation of seasonal variations in C3 photosynthetic capacity based on eco-evolutionary optimality hypotheses and remote sensing,,Yihong Liu;Jing M. Chen;Mingzhu Xu;Rong Wang;Weiliang Fan;Wenyu Li;Lucas Kammer;Colin Prentice;Trevor F. Keenan;Nicholas G. Smith,这篇论文研究了利用遥感技术来估计全球范围内C3植物光合能力的季节性变化。C3植物是地球上最常见的植物类型，其光合作用对大气中的二氧化碳浓度有着重要影响。论文基于生态进化最优性假设，利用遥感数据来估计不同地区的C3植物光合能力，并分析其季节性变化规律。这项研究对于理解全球碳循环和气候变化具有重要意义。
,Remote Sensing of Environment,True,"['ice cloud', 'global', 'satellite', 'remote sensing', 'atmospheric composition']",A mixing scheme of ice particle models for global ice cloud measurements,,Banghai Wu;Yu Wang;Xiaoye Fan;Shi Liu;Yixiao Fu,该研究论文主要关注全球范围内的冰云测量，并提出了一种混合冰粒子模型方案。这与大气环境遥感技术密切相关，因为冰云是地球大气组成的一部分，对气候变化和辐射平衡具有重要影响。该研究可能利用卫星观测数据来验证和改进冰粒子模型，从而提高对冰云的理解和预测能力。
,Remote Sensing of Environment,True,"['chlorophyll fluorescence', 'vegetation', 'remote sensing', 'satellite', 'air quality']",Exploring vegetation chlorophyll fluorescence with leaf dorsiventrality,,Hanyu Shi,该研究的标题和摘要表明它与大气环境遥感技术密切相关。研究重点是利用叶片背腹面差异来探索植物叶绿素荧光，这是一种重要的植物生理指标，可通过卫星遥感技术进行监测。叶绿素荧光与植物的光合作用、生长状况和环境胁迫密切相关，因此该研究可用于监测植物健康状况、评估生态系统功能以及监测大气环境质量。
,Remote Sensing of Environment,False,"['forest structure', 'carbon stock', 'multi-source remote sensing', 'Japan']",High-resolution mapping of forest structure and carbon stock using multi-source remote sensing data in Japan,,Hantao Li;Takuya Hiroshima;Xiaoxuan Li;Masato Hayashi;Tomomichi Kato,这篇论文主要关注利用多源遥感数据对日本森林结构和碳储量进行高分辨率测绘。它与大气环境遥感技术关系不大，因为其重点在于利用遥感数据分析森林生态系统，而不是直接研究大气成分或空气质量。
,Remote Sensing of Environment,False,"['urban land surface temperature', 'thermal infrared data', 'SDGSAT-1', 'high-spatial resolution']",Urban land surface temperature retrieval with high-spatial resolution SDGSAT-1 thermal infrared data,,Xiaoying Ouyang;Zhongchang Sun;Shugui Zhou;Youjun Dou,该论文主要关注的是利用高分辨率的SDGSAT-1卫星热红外数据反演城市地表温度，属于遥感技术在城市热环境研究中的应用，与大气环境遥感技术关系不大。
,Remote Sensing of Environment,False,"['land use', 'urban', 'mapping', 'time-series', 'spatial-consistency', 'semantic-transition']",Time-series China urban land use mapping (2016–2022): An approach for achieving spatial-consistency and semantic-transition rationality in temporal domain,,Shuping Xiong;Xiuyuan Zhang;Yichen Lei;Ge Tan;Haoyu Wang;Shihong Du,该研究主要关注中国城市土地利用变化的时空分析，利用时间序列数据，通过空间一致性和语义转换的合理性来进行城市土地利用的动态监测。它与大气环境遥感技术关系不大，主要侧重于地理信息系统和遥感技术在城市规划和管理中的应用。
,Remote Sensing of Environment,True,"['atmospheric composition', 'carbon dioxide', 'satellite observations', 'OCO-2', 'terrestrial carbon cycle', 'remote sensing']",The Orbiting Carbon Observatory-2 (OCO-2) and in situ CO<sub>2</sub> data suggest a larger seasonal amplitude of the terrestrial carbon cycle compared to many dynamic global vegetation models,,Ruixue Lei;Jeralyn Poe;Deborah Huntzinger;Junjie Liu;Stephen Stich;David F. Baker;Leyang Feng;Dylan C. Gaeta;Ziting Huang;Scot M. Miller,该研究利用轨道碳观测卫星-2（OCO-2）和地面二氧化碳浓度数据，研究了陆地碳循环的季节性变化幅度。研究结果表明，OCO-2观测到的陆地碳循环季节性变化幅度比许多动态全球植被模型模拟的结果更大。这表明，OCO-2等卫星遥感技术在监测大气二氧化碳浓度和研究陆地碳循环方面具有重要意义。
,Remote Sensing of Environment,True,"['Urban Heat Island', 'Satellite Observations', 'Remote Sensing', 'Surface Temperature', 'Land Surface Temperature']","A global urban heat island intensity dataset: Generation, comparison, and analysis",,Qiquan Yang;Yi Xu;TC Chakraborty;Meng Du;Ting Hu;Ling Zhang;Yue Liu;Rui Yao;Jie Yang;Shurui Chen;Changjiang Xiao;Renrui Liu;Mingjie Zhang;Rui Chen,这篇论文研究了全球城市热岛效应的强度，并利用了遥感技术，特别是卫星观测数据来生成和分析城市热岛强度数据集。论文的重点在于利用卫星数据来研究城市热岛效应，这与大气环境遥感技术密切相关，特别是利用卫星观测来分析地表温度和城市热环境变化。
,Remote Sensing of Environment,True,"['aerosol optical depth', 'dust', 'satellite', 'lunar light', 'nighttime', 'oceanic', 'remote sensing', 'air quality']",First lunar-light mapping of nighttime dust season oceanic aerosol optical depth over North Atlantic from space,,Meng Zhou;Jun Wang;Xi Chen;Yi Wang;Peter R. Colarco;Robert C. Levy;Steven D. Miller,这篇论文研究了利用月球光照射来测量北大西洋上空夜间沙尘季期间的海上气溶胶光学厚度。这是一种利用卫星遥感技术来监测大气环境，特别是空气质量和气溶胶成分的方法。
,Remote Sensing of Environment,True,"['surface long-wave radiation', 'satellite observations', 'Fengyun-4A/AGRI', 'atmospheric composition', 'cloudy-sky']",An integrated framework for estimating the hourly all-time cloudy-sky surface long-wave downward radiation for Fengyun-4A/AGRI,,Qi Zeng;Jie Cheng;Hao Sun;Shengyue Dong,该研究论文主要关注利用风云四号A星（FY-4A）搭载的农业星载辐射计（AGRI）传感器来估算全天候、全时段的云层覆盖下的地表长波向下辐射。这与大气环境遥感技术密切相关，因为地表长波向下辐射是影响大气温度和能量平衡的重要因素，同时也是评估大气成分和空气质量的重要指标。论文中提到的“cloudy-sky”表明研究考虑了云层对辐射的影响，这对于准确评估地表辐射至关重要。
,Remote Sensing of Environment,False,"['spectroscopic analysis', 'stomatal conductance', 'wheat crop physiology']",Enhancing wheat crop physiology monitoring through spectroscopic analysis of stomatal conductance dynamics,,K.H. Cheng;Zhuangzhuang Sun;Wanlu Zhong;Zhihui Wang;Marco Visser;Shuwen Liu;Zhengbing Yan;Yingyi Zhao;Ruinan Zhang;Jingrong Zang;Shichao Jin;Jin Wu,该研究的重点是利用光谱分析技术监测小麦作物的生理指标，特别是气孔导度。它与大气环境遥感技术关系不大，因为其关注的是植物本身的生理过程，而不是大气成分或卫星观测。
,Remote Sensing of Environment,True,"['vegetation drought', 'remote sensing', 'satellite observations', 'deep learning', 'spatiotemporal fusion']","The high spatial resolution Drought Response Index (HiDRI): An integrated framework for monitoring vegetation drought with remote sensing, deep learning, and spatiotemporal fusion",,Zhenheng Xu;Hao Sun;Tian Zhang;Huanyu Xu;Dan Wu;JinHua Gao,该研究提出了一种名为HiDRI的高空间分辨率干旱响应指数，利用遥感、深度学习和时空融合技术监测植被干旱。HiDRI整合了多种数据源，包括卫星遥感数据和地面观测数据，并利用深度学习模型提高了干旱监测的精度和空间分辨率。该研究属于大气环境遥感技术范畴，因为它利用卫星观测数据来监测植被干旱，而植被干旱与大气环境密切相关。
,Remote Sensing of Environment,False,"['river ice breakup', 'RADARSAT Constellation Mission', 'dual-polarization', 'compact-polarization']",River ice breakup classification using dual- (HH&HV) or compact-polarization RADARSAT Constellation Mission data,,Torsten Geldsetzer;Nicolas Svacina;Simon Tolszczuk-Leclerc;Joost van der Sanden,该研究利用 RADARSAT 星座任务的双极化 (HH&HV) 或紧凑极化数据对河流冰裂进行分类。它与大气环境遥感技术关系不大，主要关注的是水文过程和遥感技术在水文监测中的应用。
,Remote Sensing of Environment,True,"['fire', 'atmospheric state', 'hyperspectral infrared sounding', 'narrow-band imagery', 'satellite observations', 'air quality monitoring', 'atmospheric composition analysis']",Characterizing fire and fire atmospheric states from space using collocated hyperspectral infrared sounding and narrow-band imagery,,Xuyang Zhou;Qing Yue;King-Fai Li;Evan Fishbein;Xiuhong Chen;Lin Tan;Sally Newman;Eric Fetzer;Yuk L. Yung,该研究使用同步的超光谱红外探测和窄带成像技术，从太空对火灾及其大气状态进行表征。这表明该研究与大气环境遥感技术密切相关，特别是利用卫星观测进行大气成分分析和空气质量监测。
,Remote Sensing of Environment,False,[],Editorial Board,,,由于没有提供论文标题和摘要，无法判断其与大气环境遥感技术的关系。
,International Journal of Applied Earth Observation and Geoinformation,False,"['UAV', 'SFM', '3D points', 'biomass', 'orange trees']",Corrigendum to “Biomass estimation of abandoned orange trees using UAV-SFM 3D points” [Int. J. Appl. Earth Obs. Geoinf. 130 (2024) 103931],,J. Estornell;J. Martí;E. Hadas;I. López-Cortés;B. Velázquez-Martí;A. Fernández-Sarría,该论文主要研究使用无人机结构化光三维重建技术来估计废弃橙树的生物量，与大气环境遥感技术关系不大。论文中使用的技术主要用于获取三维空间信息，而没有涉及大气成分分析、卫星观测或空气质量监测等方面。
,International Journal of Applied Earth Observation and Geoinformation,False,"['GNSS', 'horizontal velocity', 'Tibetan Plateau', 'land blocks', 'delineation']",A rational delineation method for active land blocks on the southeastern margin of the Tibetan Plateau based on high-precision GNSS horizontal velocity fields,,Lingxiao Zhang;Wei Qu;Rong Huang;Zhen Ye;Xiaohua Tong,该研究主要关注青藏高原东南缘的陆块活动，利用高精度GNSS水平速度场进行理性划分。它与大气环境遥感技术，如空气质量监测、卫星观测和大气成分分析，没有直接关联。
