doi,journal,is_relevant,topic_words,title,abstract,authors,explanation
10.1021/acsestair.4c00128,ACS ES&T Air,True,"['air quality', 'emissions', 'modeling', 'health benefits', 'PM2.5', 'precursors', 'sensitivity analysis']",Spatiotemporally Detailed Quantification of Air Quality Benefits of Emissions–Part II: Sensitivity to Study Parameters and Assumptions,"Adjoint modeling, using U.S. EPA’s Community Multiscale Air Quality (CMAQ), has been performed to provide location-specific monetized health benefits from the controls of primary PM2.5 and PM2.5 precursors (NOx, SO2, and NH3) across North America. Source-to-health benefit relationships are quantified using a benefit-per-ton (BPT) metric, accounting for the impacts on premature mortality due to long-term exposure to fine particulate matter. In the base analysis, the approach used a 12 km resolution, four 2-week episodes chosen to capture annual responses, emissions for 2016, and the Global Exposure Mortality Model (GEMM) to link exposures to premature mortality. Here, we investigate the impacts those choices have on results using a range of sensitivity analyses. The choice of four representative episodes led to relatively little bias and error. Finer model resolution, investigated by comparing 36, 12, 4, and 1 km simulations over two urban areas, tended to increase BPT estimates, though the impact was inconsistent between different regions. While BPTs and burden estimates were consistent across resolutions over New York City, they sharply increased for Los Angeles, particularly for NOx and ammonia, leading to 90% increase in burden estimates at 1 km resolution. We find that, for primary PM2.5 emissions, better resolved population distribution is the main contributing factor to higher BPTs, but for secondary precursor emissions (ammonia and NOx), higher model resolution that avoids dilution in coarser grids is more important. Changing emissions from 2016 to 2001 and 2028 resulted in fairly consistent primary PM2.5 BPTs but impacted the BPTs for NOx and ammonia more significantly due to changes in SO2 emissions. We found that BPTs tend to stabilize, as emission changes in 2028 lead to a lower deviation from 2016 BPTs compared to changes from the 2001 episode. The role of the epidemiological model also led to relatively modest uncertainties, 15–30% depending on the species, even when different shapes of concentration–response functions were employed. We found the impact of the choice of CRF to be larger or comparable in size to the reported epidemiological model uncertainties for log–linear CRFs. The adjoining approach proved robust to modeling choices in providing BPT estimates that are highly granular across locations and emitted species.",Amir Hakami;Shunliu Zhao;Petros Vasilakos;Anas Alhusban;Yasar Burak Oztaner;Alan Krupnick;Howard Chang;Armistead Russell,这篇论文研究了利用美国环保署的社区多尺度空气质量模型（CMAQ）进行的伴随建模，以提供北美范围内控制主要 PM2.5 和 PM2.5 前体物（NOx、SO2 和 NH3）带来的位置特异性货币化健康益处。该研究使用每吨效益（BPT）指标量化了源到健康效益关系，并考虑了长期暴露于细颗粒物导致的过早死亡的影响。论文对基础分析中使用的模型分辨率、代表性事件选择、排放年份和流行病学模型等因素进行了敏感性分析，以评估这些选择对结果的影响。研究发现，伴随建模方法对模型选择具有鲁棒性，能够提供高度细粒度的 BPT 估计值，涵盖了不同地点和排放物质。
10.1029/2024GL109460,Geophysical Research Letters,True,"['wind speed', 'surface convergence', 'precipitation', 'satellite observations', 'reanalysis data', 'buoy data']",The Calm and Variable Inner Life of the Atlantic Intertropical Convergence Zone: The Relationship Between the Doldrums and Surface Convergence,"The doldrums are regions of low wind speeds and variable wind directions in the deep tropics that have been known for centuries. Although the doldrums are often associated with the Intertropical Convergence Zone (ITCZ), the exact relationship remains unclear. This study re‐examines the relationship between low‐level convergence and the Atlantic doldrums. By analyzing the frequency distribution of low wind speed events in reanalysis and buoy data, we show that the doldrums are largely confined between the edges of the ITCZ marked by enhanced surface convergence. While the region between the edges is a region of high time‐mean precipitation, low wind speed events occur in the absence of precipitation. Based on these results, we hypothesize that low wind speed events occur in regions of low level divergence rather than convergence.",J. M. Windmiller,这篇论文研究了赤道无风带与赤道辐合带之间的关系。通过分析再分析数据和浮标数据中的低风速事件频率分布，研究发现赤道无风带主要位于赤道辐合带边缘之间，而赤道辐合带边缘则表现出较强的表面辐合。虽然赤道无风带边缘之间是高时间平均降水区域，但低风速事件却发生在无降水的情况下。研究推测，低风速事件发生在低层辐散区域而不是辐合区域。
10.1029/2024GL109062,Geophysical Research Letters,False,"['water temperature', 'solar radiation', 'lake', 'physical model']",A Mechanistic Study of Inverse Temperature Layer of Water Bodies,The inverse temperature layer (ITL) beneath water‐atmosphere interface within which temperature increases with depth has been observed from measurement of water temperature profile at an inland lake. Strong solar radiation combined with moderate wind‐driven near‐surface turbulence leads to the formation of a pronounced diurnal cycle of the ITL predicted by a physical heat transfer model. The ITL only forms during daytime when solar radiation intensity exceeds a threshold while consistently occurs during nighttime. The largest depth of the ITL is comparable to the e‐fold penetration depth of solar radiation during daytime and at least one order of magnitude deeper during nighttime. The dynamics of the ITL depth variation simulated by a physical model forced by observed water surface solar radiation and temperature is confirmed by the observed water temperature profile in the lake.,Weiqiang Jing;Jingfeng Wang;Heping Liu;Lian Shen;Modi Zhu,这篇论文研究了水体中逆温层的形成机制，重点关注了太阳辐射和风力对水体温度垂直分布的影响。研究方法包括实地观测和数值模拟，主要关注的是水体内部的热量传递过程，与大气环境遥感技术关系不大。
10.1029/2024JD041223,Journal of Geophysical Research: Atmospheres,True,"['thunderstorms', 'ice microphysics', 'passive microwave', 'radar', 'satellite observations', 'atmospheric composition', 'air quality']",Differences in Thunderstorms' Ice Microphysics Between the Amazon and Central Africa Inferred From Spaceborne Passive Microwave and Radar Observations,"This study examines the differences related to microphysical properties of ice in thunderstorms over the Amazon and Congo Basin using the Precipitation Feature (PF) data sets derived from passive microwave and radar observations from the Tropical Rainfall Measuring Mission and Global Precipitation Mission Core Satellites. Analysis reveals that Amazon thunderstorms are likely composed of ice crystals smaller but more numerous than those in the Congo Basin, resulting in half as many flashes per PF on average in the Amazon, for similar Ice Water Content (IWC) or Area of 30 dBZ at −10°C (Acharge). The increase of the flash count following an increase of the IWC (Acharge) is only 72% (61%) as effective in the Amazon as it would be in the Congo Basin area. PFs with similar 30 dBZ radar echo top heights exhibit lower Brightness Temperatures (TBs) in the 85/89, 165, and 183 GHz frequencies over the Amazon, indicating more numerous smaller ice particles compared to those over the Congo Basin, which tend to show colder TBs at 37 GHz, possibly due to more numerous large graupel or hail particles. Comparisons of TBs in PFs with similar 30 dBZ echo top temperature between the Amazon and 3 × 3º global grids show that the median TB in Amazon is higher than that in most oceanic areas but is comparable to areas having high oceanic lightning activity (e.g., South Pacific Convergence Zone). It suggests that systems in the Amazon have similarities with maritime precipitation systems, yet with distinct characteristics indicative of land systems.",Florian Morvais;Chuntao Liu,这篇研究论文利用热带降雨测量任务 (TRMM) 和全球降水测量任务 (GPM) 核心卫星的被动微波和雷达观测数据，分析了亚马逊和刚果盆地雷暴中冰微物理特性的差异。研究发现，亚马逊雷暴中的冰晶可能比刚果盆地中的冰晶更小，但数量更多，导致亚马逊地区平均每个降水特征的闪电次数只有刚果盆地的二分之一，而冰水含量 (IWC) 或 -10°C 时 30 dBZ 区域 (Acharge) 相似。研究还发现，亚马逊地区的冰晶尺寸分布与海洋降水系统相似，但具有陆地系统的独特特征。
10.1029/2024JD041035,Journal of Geophysical Research: Atmospheres,True,"['ozone-depleting substances', 'atmospheric composition', 'air quality monitoring', 'emission sources', 'satellite observations']","Ozone‐Depleting Substances Unintendedly Emitted From Iron and Steel Industry: CFCs, HCFCs, Halons and Halogenated Very Short‐Lived Substances","Ozone‐depleting substances (ODSs) are well known as primary emission from the production and consumption of traditional industrial sectors. Here, we reported the unintentional emission of ODSs from iron and steel plants as a new source, basing on real‐world measurements of flue gases emitted from their major processes. The sintering was found to be the major emission process of ODSs, including chlorofluorocarbons (CFCs), hydrochlorofluorocarbons (HCFCs), halons, methyl halide (CH3Cl), methyl chloroform, carbon tetrachloride, methyl bromide and halogenated very short‐lived substances. The median emission factors of CFC‐113, CFC‐115, HCFC‐22, and CH3Cl for typical sintering processes are 1.7, 0.7, 44.5 and 237.0 mg/t, respectively. Quantum chemical calculation figures out that the ODS species are mainly formed in the low efficiency combustion process of halogenated materials. Annual amounts of ODS and CFC‐11‐equivalent emissions were estimated to be 1,785 tons and 78 tons in 2019 over mainland China, respectively. Given these findings, this study provides a new prospective on searching for ODS emission sources, especially unintentional sources such as iron and steel industry and other combustion related activities.",Yuzhe Liu;Wenbin Weng;Qi Zhang;Qing Li;Jiaying Xu;Lixin Zheng;Yi Su;Di Wu;Weizhuo Yan;Jie Zhang;Jianmin Chen;Bo Yao,这篇研究论文主要关注钢铁行业意外排放的臭氧层破坏物质 (ODS)，例如氯氟烃 (CFCs)、氢氯氟烃 (HCFCs)、卤代烷 (Halons) 和卤代短寿命物质。研究人员通过对钢铁厂主要生产过程排放的烟气进行实地测量，发现烧结过程是 ODS 的主要排放源。研究结果表明，中国大陆地区钢铁行业在 2019 年排放了 1785 吨 ODS 和 78 吨 CFC-11 当量，这为寻找 ODS 排放源，特别是钢铁行业等意外排放源提供了新的视角。该研究与大气环境遥感技术密切相关，因为它涉及大气成分分析、空气质量监测和卫星观测。
10.1038/d41586-024-02784-w,Nature,False,[],Humanity’s newest brain gains are most at risk from ageing,"The large prefrontal cortex provides evolutionary and cognitive advantages over non-human primates — but there’s a cost. 
 The large prefrontal cortex provides evolutionary and cognitive advantages over non-human primates — but there’s a cost.  The large prefrontal cortex provides evolutionary and cognitive advantages over non-human primates — but there’s a cost.",Smriti Mallapaty,这篇论文主要探讨了人类大脑前额叶皮层的大小与演化优势之间的关系，以及其带来的衰老风险。它与大气环境遥感技术，如空气质量监测、卫星观测和大气成分分析，没有直接关系。
10.1038/s41586-023-06859-y,Nature,False,[],Uncertain competition coefficients undermine inferences about coexistence,"Uncertain competition coefficients undermine inferences about coexistence 
 ",J. Christopher D. Terry,该论文的标题和摘要表明它与生态学和种群动态有关，而不是大气环境遥感技术。论文研究的是竞争系数的不确定性如何影响物种共存的推断，这与物种之间的相互作用和生态系统稳定性有关。
10.1038/s41586-024-07777-3,Nature,False,[],M. N. Van Dyke et al. reply,"M. N. Van Dyke et al. reply 
 ",Mary N. Van Dyke;Jonathan M. Levine;Nathan J. B. Kraft,该标题和摘要过于简短，无法确定其与大气环境遥感技术的关系。缺少具体的研究内容和方法，无法判断其是否涉及空气质量监测、卫星观测或大气成分分析等领域。
10.1038/s41586-023-06919-3,Nature,False,[],To remain modern the coexistence program requires modern statistical rigour,"To remain modern the coexistence program requires modern statistical rigour 
 ",David W. Armitage,这篇文章的标题和摘要表明它可能与社会科学或政治学领域有关，而不是大气环境遥感技术。标题中提到了“共存计划”和“现代统计严谨性”，暗示文章可能探讨的是社会政策或社会治理方面的议题。
10.1038/s41586-024-07878-z,Nature,True,"['carbon monoxide', 'satellite observations', 'inverse modeling', 'atmospheric composition', 'air quality', 'fire emissions']",Carbon emissions from the 2023 Canadian wildfires,"Satellite carbon monoxide observations show that carbon emissions from the 2023 Canadian forest fires are comparable to the annual fossil fuel emissions of large nations. 
 The 2023 Canadian forest fires have been extreme in scale and intensity with more than seven times the average annual area burned compared to the previous four decades1. Here, we quantify the carbon emissions from these fires from May to September 2023 on the basis of inverse modelling of satellite carbon monoxide observations. We find that the magnitude of the carbon emissions is 647 TgC (570–727 TgC), comparable to the annual fossil fuel emissions of large nations, with only India, China and the USA releasing more carbon per year2. We find that widespread hot–dry weather was a principal driver of fire spread, with 2023 being the warmest and driest year since at least 19803. Although temperatures were extreme relative to the historical record, climate projections indicate that these temperatures are likely to be typical during the 2050s, even under a moderate climate mitigation scenario (shared socioeconomic pathway, SSP 2–4.5)4. Such conditions are likely to drive increased fire activity and suppress carbon uptake by Canadian forests, adding to concerns about the long-term durability of these forests as a carbon sink5–8. Satellite carbon monoxide observations show that carbon emissions from the 2023 Canadian forest fires are comparable to the annual fossil fuel emissions of large nations.",Brendan Byrne;Junjie Liu;Kevin W. Bowman;Madeleine Pascolini-Campbell;Abhishek Chatterjee;Sudhanshu Pandey;Kazuyuki Miyazaki;Guido R. van der Werf;Debra Wunch;Paul O. Wennberg;Coleen M. Roehl;Saptarshi Sinha,这篇研究论文主要关注2023年加拿大森林火灾产生的碳排放量，利用卫星观测到的碳 monoxide 数据，通过反演模型估算出火灾排放的碳总量。研究结果表明，2023年加拿大森林火灾的碳排放量与一些大型国家每年化石燃料排放量相当，这与大气环境遥感技术密切相关，特别是利用卫星观测分析大气成分，监测空气质量等方面。
10.1038/s41586-024-07880-5,Nature,False,"['graphene', 'isospin', 'exciton', 'optical spectroscopy', 'moiré systems']",Long-lived isospin excitations in magic-angle twisted bilayer graphene,"A combination of exciton sensing and optical pump–probe spectroscopy is used to investigate the dynamics of isospin orders in MATBG with WSe2 substrate across the entire flat band, achieving sub-picosecond resolution. 
 Numerous correlated many-body phases, both conventional and exotic, have been reported in magic-angle twisted bilayer graphene (MATBG)1–24. However, the dynamics associated with these correlated states, crucial for understanding the underlying physics, remain unexplored. Here we combine exciton sensing and optical pump–probe spectroscopy to investigate the dynamics of isospin orders in MATBG with WSe2 substrate across the entire flat band, achieving sub-picosecond resolution. We observe remarkably slow isospin dynamics in a broad filling range around ν = 2 and between ν = −3 and −2, with lifetimes of up to 300 ps that decouple from the much faster cooling of electronic temperature (about 10 ps). This non-thermal behaviour demonstrates the presence of abnormally long-lived modes in the isospin degrees of freedom. This observation, not anticipated by theory, implies the existence of long-range propagating collective modes, strong isospin fluctuations and memory effects and is probably associated with an intervalley coherent or incommensurate Kekulé spiral ground state. We further demonstrate non-equilibrium control of the isospin orders previously found around integer fillings. Specifically, through ultrafast manipulation, it can be transiently shifted away from integer fillings. Our study demonstrates a unique probe of collective excitations in MATBG and paves the way for actively controlling non-equilibrium phenomena in moiré systems. A combination of exciton sensing and optical pump–probe spectroscopy is used to investigate the dynamics of isospin orders in MATBG with WSe2 substrate across the entire flat band, achieving sub-picosecond resolution.",Tian Xie;Siyuan Xu;Zhiyu Dong;Zhiyuan Cui;Yunbo Ou;Melike Erdi;Kenji Watanabe;Takashi Taniguchi;Seth A. Tongay;Leonid S. Levitov;Chenhao Jin,这篇论文主要研究的是魔角扭曲双层石墨烯（MATBG）中自旋态的动力学特性，使用了激子探测和光学泵浦探测技术。研究发现，在MATBG中存在着寿命长达300皮秒的异旋态，这表明存在着长程传播的集体模式、强烈的异旋态涨落和记忆效应。论文还展示了对异旋态的非平衡控制，可以通过超快操控将其从整数填充状态中瞬时转移。这项研究为探测MATBG中的集体激发提供了一种独特的方法，并为主动控制莫尔体系中的非平衡现象铺平了道路。
10.1038/s41586-024-07871-6,Nature,False,[],Cellular communities reveal trajectories of brain ageing and Alzheimer’s disease,"A comprehensive cell atlas of the aged prefrontal cortex identifies two distinct cellular trajectories of ageing driven by specific glial and neuronal subpopulations, some of which are associated with clinicopathologic traits that define Alzheimer’s disease. 
 Alzheimer’s disease (AD) has recently been associated with diverse cell states1–11, yet when and how these states affect the onset of AD remains unclear. Here we used a data-driven approach to reconstruct the dynamics of the brain’s cellular environment and identified a trajectory leading to AD that is distinct from other ageing-related effects. First, we built a comprehensive cell atlas of the aged prefrontal cortex from 1.65 million single-nucleus RNA-sequencing profiles sampled from 437 older individuals, and identified specific glial and neuronal subpopulations associated with AD-related traits. Causal modelling then prioritized two distinct lipid-associated microglial subpopulations—one drives amyloid-β proteinopathy while the other mediates the effect of amyloid-β on tau proteinopathy—as well as an astrocyte subpopulation that mediates the effect of tau on cognitive decline. To model the dynamics of cellular environments, we devised the BEYOND methodology, which identified two distinct trajectories of brain ageing, each defined by coordinated progressive changes in certain cellular communities that lead to (1) AD dementia or (2) alternative brain ageing. Thus, we provide a cellular foundation for a new perspective on AD pathophysiology that informs personalized therapeutic development, targeting different cellular communities for individuals on the path to AD or to alternative brain ageing. A comprehensive cell atlas of the aged prefrontal cortex identifies two distinct cellular trajectories of ageing driven by specific glial and neuronal subpopulations, some of which are associated with clinicopathologic traits that define Alzheimer’s disease.",Gilad Sahar Green;Masashi Fujita;Hyun-Sik Yang;Mariko Taga;Anael Cain;Cristin McCabe;Natacha Comandante-Lou;Charles C. White;Anna K. Schmidtner;Lu Zeng;Alina Sigalov;Yangling Wang;Aviv Regev;Hans-Ulrich Klein;Vilas Menon;David A. Bennett;Naomi Habib;Philip L. De Jager,这篇论文主要研究的是老年人大脑前额叶皮层的细胞变化，以及这些变化与阿尔茨海默病（AD）之间的关系。研究人员通过单细胞RNA测序技术构建了老年人大脑前额叶皮层的细胞图谱，并发现两种不同的细胞衰老轨迹，其中一些与AD相关的临床病理特征有关。研究还发现，两种脂类相关的微glia亚群在AD病理过程中发挥重要作用，其中一个促进淀粉样蛋白β蛋白病，另一个介导淀粉样蛋白β对tau蛋白病的影响。此外，研究还发现一个星形胶质细胞亚群介导tau对认知功能下降的影响。总的来说，这项研究为理解AD的病理生理机制提供了新的视角，并为针对不同细胞群体的个性化治疗提供了依据。
10.1038/s41586-024-07890-3,Nature,False,[],Mating proximity blinds threat perception,"A state-dependent dopamine filter system in the male Drosophila brain balances threat perception against the drive to mate. 
 Romantic engagement can bias sensory perception. This ‘love blindness’ reflects a common behavioural principle across organisms: favouring pursuit of a coveted reward over potential risks1. In the case of animal courtship, such sensory biases may support reproductive success but can also expose individuals to danger, such as predation2,3. However, how neural networks balance the trade-off between risk and reward is unknown. Here we discover a dopamine-governed filter mechanism in male Drosophila that reduces threat perception as courtship progresses. We show that during early courtship stages, threat-activated visual neurons inhibit central courtship nodes via specific serotonergic neurons. This serotonergic inhibition prompts flies to abort courtship when they see imminent danger. However, as flies advance in the courtship process, the dopaminergic filter system reduces visual threat responses, shifting the balance from survival to mating. By recording neural activity from males as they approach mating, we demonstrate that progress in courtship is registered as dopaminergic activity levels ramping up. This dopamine signalling inhibits the visual threat detection pathway via Dop2R receptors, allowing male flies to focus on courtship when they are close to copulation. Thus, dopamine signalling biases sensory perception based on perceived goal proximity, to prioritize between competing behaviours. A state-dependent dopamine filter system in the male Drosophila brain balances threat perception against the drive to mate.",Laurie Cazalé-Debat;Lisa Scheunemann;Megan Day;Tania Fernandez-d.V. Alquicira;Anna Dimtsi;Youchong Zhang;Lauren A. Blackburn;Charles Ballardini;Katie Greenin-Whitehead;Eric Reynolds;Andrew C. Lin;David Owald;Carolina Rezaval,这篇论文研究了雄性果蝇在求偶过程中，多巴胺信号如何调节其对威胁的感知。研究发现，多巴胺信号会抑制视觉威胁检测通路，使雄性果蝇在接近交配时更专注于求偶，而不是逃避危险。该研究主要关注的是动物行为学和神经生物学，与大气环境遥感技术没有直接关系。
10.1038/s41586-024-07480-3,Nature,True,"['ionosphere', 'magnetosphere', 'polar wind', 'satellite observations', 'plasma', 'electric field', 'atmospheric composition']",Earth’s ambipolar electrostatic field and its role in ion escape to space,"The ambipolar field of Earth controls the structure of the polar ionosphere and boosts its scale height by 271%, physically driving the polar wind and acting as the source of the magnetospheric cold H+ ion population. 
 Cold plasma of ionospheric origin has recently been found to be a much larger contributor to the magnetosphere of Earth than expected1–3. Numerous competing mechanisms have been postulated to drive ion escape to space, including heating and acceleration by wave–particle interactions4 and a global electrostatic field between the ionosphere and space (called the ambipolar or polarization field)5,6. Observations of heated O+ ions in the magnetosphere are consistent with resonant wave–particle interactions7. By contrast, observations of cold supersonic H+ flowing out of the polar ionosphere8,9 (called the polar wind) suggest the presence of an electrostatic field. Here we report the existence of a +0.55 ± 0.09 V electric potential drop between 250 km and 768 km from a planetary electrostatic field (E∥⊕ = 1.09 ± 0.17 μV m−1) generated exclusively by the outward pressure of ionospheric electrons. We experimentally demonstrate that the ambipolar field of Earth controls the structure of the polar ionosphere, boosting the scale height by 271%. We infer that this increases the supply of cold O+ ions to the magnetosphere by more than 3,800%, in which other mechanisms such as wave–particle interactions can heat and further accelerate them to escape velocity. The electrostatic field of Earth is strong enough by itself to drive the polar wind9,10 and is probably the origin of the cold H+ ion population1 that dominates much of the magnetosphere2,3. The ambipolar field of Earth controls the structure of the polar ionosphere and boosts its scale height by 271%, physically driving  the polar wind and acting as the source of the magnetospheric cold H+ ion population.",Glyn A. Collinson;Alex Glocer;Robert Pfaff;Aroh Barjatya;Rachel Conway;Aaron Breneman;James Clemmons;Francis Eparvier;Robert Michell;David Mitchell;Suzie Imber;Hassanali Akbari;Lance Davis;Andrew Kavanagh;Ellen Robertson;Diana Swanson;Shaosui Xu;Jacob Miller;Timothy Cameron;Dennis Chornay;Paulo Uribe;Long Nguyen;Robert Clayton;Nathan Graves;Shantanab Debchoudhury;Henry Valentine;Ahmed Ghalib;S. Adkins;H. Akbari;R. Albano;L. Baddeley;H. Bahr;G. Bain;C. Bancroft;A. Barjatya;A. Barrie;M. Binder;S. Bissett;K. Blix;A. Bolton;B. Bonsteel;H. Borgen;D. Bowden;D. Bowker;E. Bowlen;M. Bradshaw;A. Breneman;G. Bridges;T. Cameron;M. Campbell;P. Cathell;D. Chornay;R. Clayton;J. Clemmons;G. Collinson;L. Conser;R. Conway;L. Davis;S. Debchoudhury;P. Demaine;D. Detwiler;M. Disbrow;J. Doughty;L. Eilertsen;S. Ellis;F. Eparvier;R. Ethridge;R. Fahringer;J. Farrell;M. Francheshini;C. Frost;T. Gass;A. Ghalib;A. Glocer;C. Grabusky;N. Graves;I. Haggstrom;P. Hanssen;G. Harlan;T. Harper;H. Haugh;E. Helgesen;J. Henderson;D. Henderson;K. Herseth;S. Imber;K. Jensen;T. Jester;R. Jillard;E. Johnson;H. Johnson;G. Jones;T. Jones;A. Kavanagh;M. King;D. Knight;R. Laman;T. Lankford;R. Lien;P. Lotz;M. Maimone;G. Marsh;R. Marshall;S. Martin;T. McFaden;R. Michell;D. Mitchell;M. Moffett;N. Morris;A. Mueseler;C. Nelson;L. Nguyen;W. Ogundere;K. Osbakk;D. Page;N. Paschalidis;R. Pfaff;C. Pirner;E. Pittman;J. Polidan;D. Puopolo;D. Raley;Z. Rawlings;P. Ribbens;E. Robertson;S. Rodriguez;G. Rosanova;B. Rose;T. Rosnack;T. Russell;M. Samara;B. Serabian;T. Sherman;R. Simonsen;T. Snyder;J. Søreng;V. Sutton;J. Sveen;D. Swanson;R. Swift;W. Taylor;R. Terwiliger;S. Tiede;C. Tucker;P. Uribe;H. Valentine;M. Wallace;F. Waters;L. West;B. West;T. Wilson;N. Wroblewski;S. Xu;D. Zarro;E. Zesta,这篇论文研究了地球的双极电场，它控制着极地电离层的结构，并推动了极地风，是磁层中冷H+离子群的来源。论文通过卫星观测和模型分析，揭示了双极电场对地球大气层中离子逃逸的影响，并解释了冷H+离子在磁层中的形成机制。
10.1038/s41586-024-07867-2,Nature,False,[],A population code for spatial representation in the zebrafish telencephalon,"Using a tracking microscope for freely moving animals, the authors discover a population of place cells in the zebrafish brain and demonstrate that a non-amniote brain is capable of integrating allothetic and idiothetic information to create a neural map of space. 
 Spatial learning in teleost fish requires an intact telencephalon1, a brain region that contains putative analogues to components of the mammalian limbic system (for example, hippocampus)2–4. However, cells fundamental to spatial cognition in mammals—for example, place cells (PCs)5,6—have yet to be established in any fish species. In this study, using tracking microscopy to record brain-wide calcium activity in freely swimming larval zebrafish7, we compute the spatial information content8 of each neuron across the brain. Strikingly, in every recorded animal, cells with the highest spatial specificity were enriched in the zebrafish telencephalon. These PCs form a population code of space from which we can decode the animal’s spatial location across time. By continuous recording of population-level activity, we found that the activity manifold of PCs refines and untangles over time. Through systematic manipulation of allothetic and idiothetic cues, we demonstrate that zebrafish PCs integrate multiple sources of information and can flexibly remap to form distinct spatial maps. Using analysis of neighbourhood distance between PCs across environments, we found evidence for a weakly preconfigured network in the telencephalon. The discovery of zebrafish PCs represents a step forward in our understanding of spatial cognition across species and the functional role of the early vertebrate telencephalon. Using a tracking microscope for freely moving animals, the authors discover a population of place cells in the zebrafish brain and demonstrate that a non-amniote brain is capable of integrating allothetic and idiothetic information to create a neural map of space.",Chuyu Yang;Lorenz Mammen;Byoungsoo Kim;Meng Li;Drew N. Robson;Jennifer M. Li,该研究主要关注斑马鱼大脑中空间表征的细胞机制，利用跟踪显微镜记录斑马鱼在自由游动状态下的脑部钙活动，发现了一群具有空间特异性的细胞，称为“位置细胞”。这些细胞能够整合来自不同感官的信息，形成空间地图。研究结果表明，斑马鱼大脑能够像哺乳动物一样，利用神经网络来构建空间表征，这为我们理解不同物种的空间认知机制提供了新的视角。
10.1038/s41586-024-07862-7,Nature,False,[],Fate induction in CD8 CAR T cells through asymmetric cell division,"We show that target-induced proximity labelling enables isolation of first-division CD8 chimeric antigen receptor T cells that asymmetrically distribute their surface proteome and transcriptome, resulting in distinct phenotypic, metabolic and functional profiles in proximal and distal daughter cells. 
 Early expansion and long-term persistence predict efficacy of chimeric antigen receptor T cells (CARTs)1–7, but mechanisms governing effector versus memory CART differentiation and whether asymmetric cell division induces differential fates in human CARTs remain unclear. Here we show that target-induced proximity labelling enables isolation of first-division proximal-daughter and distal-daughter CD8 CARTs that asymmetrically distribute their surface proteome and transcriptome, resulting in divergent fates. Target-engaged CARs remain on proximal daughters, which inherit a surface proteome resembling activated-undivided CARTs, whereas the endogenous T cell receptor and CD8 enrich on distal daughters, whose surface proteome resembles resting CARTs, correlating with glycolytic and oxidative metabolism, respectively. Despite memory-precursor phenotype and in vivo longevity, distal daughters demonstrate transient potent cytolytic activity similar to proximal daughters, uncovering an effector-like state in distal daughters destined to become memory CARTs. Both partitioning of pre-existing transcripts and changes in RNA velocity contribute to asymmetry of fate-determining factors, resulting in diametrically opposed transcriptional trajectories. Independent of naive, memory or effector surface immunophenotype, proximal-daughter CARTs use core sets of transcription factors known to support proliferation and effector function. Conversely, transcription factors enriched in distal daughters restrain differentiation and promote longevity, evidenced by diminished long-term in vivo persistence and function of distal-daughter CARTs after IKZF1 disruption. These studies establish asymmetric cell division as a framework for understanding mechanisms of CART differentiation and improving therapeutic outcomes. We show that target-induced proximity labelling enables isolation of first-division CD8 chimeric antigen receptor T cells that asymmetrically distribute their surface proteome and transcriptome, resulting in distinct phenotypic, metabolic and functional profiles in proximal and distal daughter cells.",Casey S. Lee;Sisi Chen;Corbett T. Berry;Andre R. Kelly;Patrick J. Herman;Sangwook Oh;Roddy S. O’Connor;Aimee S. Payne;Christoph T. Ellebrecht,这篇论文研究的是 CAR T 细胞（嵌合抗原受体 T 细胞）的命运决定机制，重点关注目标诱导的邻近标记技术，通过分离第一代分裂的 CD8 CAR T 细胞，研究其表面蛋白质组和转录组的非对称分布，以及由此导致的子代细胞的不同表型、代谢和功能。论文主要探讨了 CAR T 细胞在分裂过程中如何产生不同的命运，并分析了相关机制，与大气环境遥感技术无关。
